"fia_code","nvel_template","volume_type","volume_class","source_file","source_line_start","source_line_end","upstream_commit"
"BD263002","P16CHA0263","SV616","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD263003","P32CHA0263","SV632","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD263004","P16CHA0263","SV816","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD263005","P16CHA0263","IV6","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD263006","P16CHA0263","IV8","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD264001","P16BEL0264","SV616","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD264002","P32BEL0264","SV632","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD264003","P16BEL0264","SV816","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD264004","P16BEL0264","IV6","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD264005","P16BEL0264","IV8","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD351001","500DVEW351","SV6/8","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD351002","500DVEW351","IV6/8","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD351003","P16CUR0351","SV616","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD351004","P32CUR0351","SV632","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD351005","P16CUR0351","SV816","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD351006","P16CUR0351","IV6","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD351007","P16CUR0351","IV8","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD740001","R01KEM0740","SV8","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD746001","200DVEW746","SV6","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD746002","300DVEW746","SV6","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD746003","200DVEW746","IV6","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD746004","300DVEW746","IV6","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD998001","P16MAC0998","SV616","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD998002","P32MAC0998","SV632","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD998003","P16MAC0998","SV816","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD998004","P16MAC0998","IV6","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"BD998005","P16MAC0998","IV8","board_foot","fiaeq2nveleq.for",21,253,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000006","R02ALN0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000007","R02ALN1***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000008","102DVEW***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000009","101DVEW***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000010","101DVEW***","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000011","P02WEN0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000012","P02WEN0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000013","P02WEN0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000014","R01FAU0***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000015","R01FAU0***","TIP2","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000016","R01FAU0***","TIP3","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000017","R01FAU0***","TIP4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000018","R01FAU0***","TIP5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000019","R01FAU0***","TIP6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000020","R01FAU0***","TIP7","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000021","R01FAU0***","TIP8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000022","900DVEE***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000023","P02HOR0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000024","500DVEW***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000025","500DVEW***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000026","500DVEW***","CV9","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000028","P02WEN1***","CV5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000029","P02WEN1***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000030","P02WEN1***","CV7","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000031","P02WEN1***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000032","P02WEN1***","CV5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000033","P02WEN1***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000034","P02WEN1***","CV7","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000035","P02WEN1***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000036","N02BAR0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000037","P02BIG0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000038","P02BIG0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000039","N00GRE0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000040","R00MOI1***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000043","891CLKO***","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000044","891CLKE***","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000045","8**DVEE***","CV7/9","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000046","8**DVEE***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000047","911DVEE***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000048","912DVEE***","CV7/9","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000049","500DVEW***","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000050","H00SN2W***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000051","H00SN2W***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000052","N02SCT0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000053","N02SCT0***","CV7/9","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000054","N01STN0***","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000055","N01HAH0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000056","N01HAH0***","CV7/9","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000057","R00MOI0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000058","R00MOI0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000059","R00RMR0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000060","R00RMR0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000061","R00CLE0000","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000062","R00CLE0001","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000063","R01CLE0000","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000064","R01CLE0001","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000065","R01KEM0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000066","R01KEM0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000067","S00SRS0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000068","S00SRS0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000069","S00SRS0***","CV7/9","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000070","P16BRC2***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000071","P16BRC2***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000072","P16BRC2***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000073","P16BRC2***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000074","P16BRC2***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000075","P16BRC1***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000076","P16BRC1***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000077","P16BRC1***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000078","P16BRC1***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000079","P16BRC1***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000080","P16BRI0***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000081","P16BRI0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000082","P16BRI0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000083","P16BRI0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000084","P16BRI0***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000085","P16BRO0***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000086","P16BRO0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000087","P16BRO0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000088","P16BRO0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000089","P16BRO0***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000090","P16SMF0***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000091","P16SMF0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000092","P16SMF0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000093","P16SMF0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000094","P16SMF0***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000095","P16PIL0***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000096","P16PIL0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000097","P16PIL0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000098","P16PIL0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000099","P16KRU1***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000100","P16KRU0***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000101","P16KRU0***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000102","P16KRU0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000103","P16KRU0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000104","P16KRU0***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000105","A00DVEW***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000106","A00DVEW***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000107","P01GRE0***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000108","P01GRE0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000109","A01DVEW***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000110","R01KEM0***","CV6/8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000111","R00RMR0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000112","R00MOI0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000113","P01GRE0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000114","P01GRE0***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000115","A16DEMW***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000116","P01DEM0***","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000117","P01EMB0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000118","P01EMB0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000119","P01DEE0***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000120","P01DEE0***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000122","S99BRA****","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000123","S99BRA****","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000124","P02MAC1***","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000125","P16MAC1***","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000126","P16MAC1***","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000127","P16MAC1***","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000128","P16MAC1***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000140","P03ISL****","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000141","P03ISL****","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000142","P03ISL****","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000143","P03ISL****","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000144","P03ISL****","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000145","P03ISL****","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000146","P03FRU0000","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000147","P03FRU0000","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000148","P03FRU0000","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000149","P03FRU0000","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000150","P03CEN0000","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU000199","P16PIL0***","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015001","301DVEW015","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015002","301DVEW015","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015003","302DVEW015","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015004","302DVEW015","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015005","P02MAC1015","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015006","400MATW015","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015007","401MATW015","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015008","P16MAC0015","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015009","P16MAC0015","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015010","P16MAC0015","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015011","P16MAC0015","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU015012","P16MAC0015","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU019001","400MATW019","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU019002","405MATW019","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU020001","P02MAC1020","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU020002","400MATW020","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU020003","P16MAC0020","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU020004","P16MAC0020","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU020005","P16MAC0020","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU020006","P16MAC0020","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU020007","P16MAC0020","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU042001","P01BDE0042","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU042002","P01BDE0042","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU060001","500DVEW060","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064001","301DVEW060","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064002","302DVEW060","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064003","300DVEW060","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064004","R03CHO0066","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064005","R03CHO0066","CV3","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064006","R03CHO0065","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064007","R03CHO0065","CV3","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064008","400DVEW064","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064009","P16CHT0064","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064010","P16CHT0064","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064011","P16CHT0064","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064012","P16CHT0064","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064013","P16CHT0064","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU064014","P16CHT0064","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU065001","200DVEW065","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU065002","400DVEW065","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU065003","402DVEW065","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU065004","403DVEW065","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU066001","200DVEW066","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU069001","200DVEW069","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU073001","400MATW073","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU081001","P02MAC1081","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU081002","400MATW081","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU081003","P16MAC0081","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU081004","P16MAC0081","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
