voleq,position1_family_code,forest_or_geoarea,model_mnemonic,species_code,family,profile_based,dispatch_routine,source,notes
301FW2W108,3,01,FW2W,108,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:447,Literal default-equation / species-validity string in voleqdef.f.
301FW2W122,3,01,FW2W,122,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:446,Literal default-equation / species-validity string in voleqdef.f.
301FW2W202,3,01,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:446,Literal default-equation / species-validity string in voleqdef.f.
302DVEW015,3,02,DVEW,015,direct_volume,FALSE,R3D2HV (r3d2hv.f:2),voleqdef.f:446,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
302DVEW202,3,02,DVEW,202,direct_volume,FALSE,R3D2HV (r3d2hv.f:2),voleqdef.f:446,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
400DVEW064,4,00,DVEW,064,direct_volume,FALSE,R4D2H (r4d2h.f:3),voleqdef.f:553,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
400DVEW065,4,00,DVEW,065,direct_volume,FALSE,R4D2H (r4d2h.f:3),voleqdef.f:550,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
400DVEW066,4,00,DVEW,066,direct_volume,FALSE,R4D2H (r4d2h.f:3),voleqdef.f:544,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
400DVEW106,4,00,DVEW,106,direct_volume,FALSE,R4D2H (r4d2h.f:3),voleqdef.f:553,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
400DVEW133,4,00,DVEW,133,direct_volume,FALSE,R4D2H (r4d2h.f:3),voleqdef.f:545,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
400DVEW475,4,00,DVEW,475,direct_volume,FALSE,R4D2H (r4d2h.f:3),voleqdef.f:197,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
400DVEW998,4,00,DVEW,998,direct_volume,FALSE,R4D2H (r4d2h.f:3),voleqdef.f:546,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
400MATW015,4,00,MATW,015,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:546,Literal default-equation / species-validity string in voleqdef.f.
400MATW019,4,00,MATW,019,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:550,Literal default-equation / species-validity string in voleqdef.f.
400MATW020,4,00,MATW,020,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:544,Literal default-equation / species-validity string in voleqdef.f.
400MATW073,4,00,MATW,073,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:544,Literal default-equation / species-validity string in voleqdef.f.
400MATW081,4,00,MATW,081,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:545,Literal default-equation / species-validity string in voleqdef.f.
400MATW093,4,00,MATW,093,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:551,Literal default-equation / species-validity string in voleqdef.f.
400MATW108,4,00,MATW,108,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:546,Literal default-equation / species-validity string in voleqdef.f.
400MATW117,4,00,MATW,117,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:545,Literal default-equation / species-validity string in voleqdef.f.
400MATW122,4,00,MATW,122,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:552,Literal default-equation / species-validity string in voleqdef.f.
400MATW202,4,00,MATW,202,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:553,Literal default-equation / species-validity string in voleqdef.f.
400MATW746,4,00,MATW,746,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:547,Literal default-equation / species-validity string in voleqdef.f.
401DVEW065,4,01,DVEW,065,direct_volume,FALSE,R4D2H (r4d2h.f:3),voleqdef.f:550,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
401MATW015,4,01,MATW,015,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:546,Literal default-equation / species-validity string in voleqdef.f.
401MATW108,4,01,MATW,108,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:551,Literal default-equation / species-validity string in voleqdef.f.
401MATW122,4,01,MATW,122,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:552,Literal default-equation / species-validity string in voleqdef.f.
401MATW202,4,01,MATW,202,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:554,Literal default-equation / species-validity string in voleqdef.f.
402MATW122,4,02,MATW,122,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:552,Literal default-equation / species-validity string in voleqdef.f.
403MATW122,4,03,MATW,122,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:552,Literal default-equation / species-validity string in voleqdef.f.
405MATW019,4,05,MATW,019,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:550,Literal default-equation / species-validity string in voleqdef.f.
405MATW202,4,05,MATW,202,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:553,Literal default-equation / species-validity string in voleqdef.f.
407FW2W093,4,07,FW2W,093,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:332,Literal default-equation / species-validity string in voleqdef.f.
407MATW093,4,07,MATW,093,r4_driver,TRUE,"R4MATTAPER (r4vol.f:544), via profile.f TAPERMODEL VOLEQ(4:6)=MAT",voleqdef.f:554,Literal default-equation / species-validity string in voleqdef.f.
500DVEW060,5,00,DVEW,060,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:754,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW212,5,00,DVEW,212,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:760,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW312,5,00,DVEW,312,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:761,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW351,5,00,DVEW,351,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:762,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW361,5,00,DVEW,361,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:762,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW431,5,00,DVEW,431,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:762,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW631,5,00,DVEW,631,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:765,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW801,5,00,DVEW,801,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:763,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW805,5,00,DVEW,805,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:766,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW807,5,00,DVEW,807,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:760,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW811,5,00,DVEW,811,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:767,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW815,5,00,DVEW,815,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:767,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW818,5,00,DVEW,818,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:765,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW821,5,00,DVEW,821,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:767,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW839,5,00,DVEW,839,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:767,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500DVEW981,5,00,DVEW,981,direct_volume,FALSE,R5HARV (r5harv.f:6),voleqdef.f:768,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
500WO2W015,5,00,WO2W,015,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:753,Literal default-equation / species-validity string in voleqdef.f.
500WO2W020,5,00,WO2W,020,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:753,Literal default-equation / species-validity string in voleqdef.f.
500WO2W081,5,00,WO2W,081,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:754,Literal default-equation / species-validity string in voleqdef.f.
500WO2W108,5,00,WO2W,108,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:756,Literal default-equation / species-validity string in voleqdef.f.
500WO2W116,5,00,WO2W,116,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:757,Literal default-equation / species-validity string in voleqdef.f.
500WO2W117,5,00,WO2W,117,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:757,Literal default-equation / species-validity string in voleqdef.f.
500WO2W122,5,00,WO2W,122,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:757,Literal default-equation / species-validity string in voleqdef.f.
500WO2W202,5,00,WO2W,202,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:755,Literal default-equation / species-validity string in voleqdef.f.
500WO2W211,5,00,WO2W,211,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:760,Literal default-equation / species-validity string in voleqdef.f.
516TRFW015,5,16,TRFW,015,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:772,Literal default-equation / species-validity string in voleqdef.f.
516TRFW021,5,16,TRFW,021,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:773,Literal default-equation / species-validity string in voleqdef.f.
516TRFW060,5,16,TRFW,060,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:773,Literal default-equation / species-validity string in voleqdef.f.
516TRFW081,5,16,TRFW,081,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:773,Literal default-equation / species-validity string in voleqdef.f.
516TRFW108,5,16,TRFW,108,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:774,Literal default-equation / species-validity string in voleqdef.f.
516TRFW117,5,16,TRFW,117,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:774,Literal default-equation / species-validity string in voleqdef.f.
516TRFW122,5,16,TRFW,122,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:775,Literal default-equation / species-validity string in voleqdef.f.
516TRFW202,5,16,TRFW,202,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:775,Literal default-equation / species-validity string in voleqdef.f.
532TRFW015,5,32,TRFW,015,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:772,Literal default-equation / species-validity string in voleqdef.f.
532TRFW021,5,32,TRFW,021,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:773,Literal default-equation / species-validity string in voleqdef.f.
532TRFW060,5,32,TRFW,060,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:773,Literal default-equation / species-validity string in voleqdef.f.
532TRFW081,5,32,TRFW,081,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:774,Literal default-equation / species-validity string in voleqdef.f.
532TRFW108,5,32,TRFW,108,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:774,Literal default-equation / species-validity string in voleqdef.f.
532TRFW117,5,32,TRFW,117,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:774,Literal default-equation / species-validity string in voleqdef.f.
532TRFW122,5,32,TRFW,122,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:775,Literal default-equation / species-validity string in voleqdef.f.
532WO2W015,5,32,WO2W,015,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:768,Literal default-equation / species-validity string in voleqdef.f.
532WO2W020,5,32,WO2W,020,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:769,Literal default-equation / species-validity string in voleqdef.f.
532WO2W081,5,32,WO2W,081,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:769,Literal default-equation / species-validity string in voleqdef.f.
532WO2W108,5,32,WO2W,108,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:769,Literal default-equation / species-validity string in voleqdef.f.
532WO2W116,5,32,WO2W,116,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:771,Literal default-equation / species-validity string in voleqdef.f.
532WO2W117,5,32,WO2W,117,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:769,Literal default-equation / species-validity string in voleqdef.f.
532WO2W122,5,32,WO2W,122,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:769,Literal default-equation / species-validity string in voleqdef.f.
532WO2W202,5,32,WO2W,202,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:770,Literal default-equation / species-validity string in voleqdef.f.
532WO2W211,5,32,WO2W,211,r5_taper,TRUE,R5TAP (r5tap.f:2),voleqdef.f:772,Literal default-equation / species-validity string in voleqdef.f.
600DVEW122,6,00,DVEW,122,direct_volume,FALSE,"DVEST (dvest.f:8), region branch not resolved from VOLEQ(1:1)='6'",voleqdef.f:925,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
601DVEW015,6,01,DVEW,015,direct_volume,FALSE,"DVEST (dvest.f:8), region branch not resolved from VOLEQ(1:1)='6'",voleqdef.f:923,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
601DVEW205,6,01,DVEW,205,direct_volume,FALSE,"DVEST (dvest.f:8), region branch not resolved from VOLEQ(1:1)='6'",voleqdef.f:923,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
601DVEW263,6,01,DVEW,263,direct_volume,FALSE,"DVEST (dvest.f:8), region branch not resolved from VOLEQ(1:1)='6'",voleqdef.f:923,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
602DVEW015,6,02,DVEW,015,direct_volume,FALSE,"DVEST (dvest.f:8), region branch not resolved from VOLEQ(1:1)='6'",voleqdef.f:924,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
602DVEW108,6,02,DVEW,108,direct_volume,FALSE,"DVEST (dvest.f:8), region branch not resolved from VOLEQ(1:1)='6'",voleqdef.f:924,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
602DVEW122,6,02,DVEW,122,direct_volume,FALSE,"DVEST (dvest.f:8), region branch not resolved from VOLEQ(1:1)='6'",voleqdef.f:923,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
602DVEW204,6,02,DVEW,204,direct_volume,FALSE,"DVEST (dvest.f:8), region branch not resolved from VOLEQ(1:1)='6'",voleqdef.f:923,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
616BEHW000,6,16,BEHW,000,behre_taper,TRUE,BEHTAP (blmtap.f:275),voleqdef.f:771,Non-'B' branch inside BEHTAP: plain Behre's-hyperbola with fixed A=0.62 (blmtap.f:284-310). Literal default-equation / species-validity string in voleqdef.f.
616BEHW231,6,16,BEHW,231,behre_taper,TRUE,BEHTAP (blmtap.f:275),voleqdef.f:196,Non-'B' branch inside BEHTAP: plain Behre's-hyperbola with fixed A=0.62 (blmtap.f:284-310). Literal default-equation / species-validity string in voleqdef.f.
616TRFW019,6,16,TRFW,019,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2722,Literal default-equation / species-validity string in voleqdef.f.
616TRFW073,6,16,TRFW,073,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2618,Literal default-equation / species-validity string in voleqdef.f.
616TRFW094,6,16,TRFW,094,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2618,Literal default-equation / species-validity string in voleqdef.f.
616TRFW098,6,16,TRFW,098,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2726,Literal default-equation / species-validity string in voleqdef.f.
616TRFW108,6,16,TRFW,108,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2728,Literal default-equation / species-validity string in voleqdef.f.
616TRFW122,6,16,TRFW,122,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2730,Literal default-equation / species-validity string in voleqdef.f.
616TRFW202,6,16,TRFW,202,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2732,Literal default-equation / species-validity string in voleqdef.f.
616TRFW211,6,16,TRFW,211,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:775,Literal default-equation / species-validity string in voleqdef.f.
616TRFW242,6,16,TRFW,242,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2614,Literal default-equation / species-validity string in voleqdef.f.
616TRFW263,6,16,TRFW,263,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2630,Literal default-equation / species-validity string in voleqdef.f.
616TRFW264,6,16,TRFW,264,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2612,Literal default-equation / species-validity string in voleqdef.f.
616TRFW351,6,16,TRFW,351,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2790,Literal default-equation / species-validity string in voleqdef.f.
616TRFW746,6,16,TRFW,746,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2640,Literal default-equation / species-validity string in voleqdef.f.
616TRFW747,6,16,TRFW,747,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2640,Literal default-equation / species-validity string in voleqdef.f.
616TRFW998,6,16,TRFW,998,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2636,Literal default-equation / species-validity string in voleqdef.f.
632TRFW011,6,32,TRFW,011,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2693,Literal default-equation / species-validity string in voleqdef.f.
632TRFW073,6,32,TRFW,073,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2697,Literal default-equation / species-validity string in voleqdef.f.
632TRFW098,6,32,TRFW,098,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2697,Literal default-equation / species-validity string in voleqdef.f.
632TRFW108,6,32,TRFW,108,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2699,Literal default-equation / species-validity string in voleqdef.f.
632TRFW122,6,32,TRFW,122,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2784,Literal default-equation / species-validity string in voleqdef.f.
632TRFW202,6,32,TRFW,202,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2703,Literal default-equation / species-validity string in voleqdef.f.
632TRFW211,6,32,TRFW,211,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:775,Literal default-equation / species-validity string in voleqdef.f.
632TRFW242,6,32,TRFW,242,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2695,Literal default-equation / species-validity string in voleqdef.f.
632TRFW263,6,32,TRFW,263,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2705,Literal default-equation / species-validity string in voleqdef.f.
632TRFW264,6,32,TRFW,264,direct_volume,FALSE,PNWTARIF (pnwtarif.f) via MDL=TRF in volinit.f/volinit2.f/grossvol.f,voleqdef.f:2699,Literal default-equation / species-validity string in voleqdef.f.
A00DVEW094,A,00,DVEW,094,direct_volume,FALSE,R10D2H (r10d2h.f:2),voleqdef.f:2378,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
A00DVEW108,A,00,DVEW,108,direct_volume,FALSE,R10D2H (r10d2h.f:2),voleqdef.f:2402,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
A00DVEW310,A,00,DVEW,310,direct_volume,FALSE,R10D2H (r10d2h.f:2),voleqdef.f:2403,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
A00DVEW351,A,00,DVEW,351,direct_volume,FALSE,R10D2H (r10d2h.f:2),voleqdef.f:2403,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
A00DVEW375,A,00,DVEW,375,direct_volume,FALSE,R10D2H (r10d2h.f:2),voleqdef.f:2381,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
